classes	BT549 || Claudin	HBL100 || Claudin	HS578T || Claudin	MDAMB157 || Claudin	MDAMB231 || Claudin	MDAMB435 || Claudin	MDAMB436 || Claudin	SUM159PT || Claudin	SUM1315 || Claudin	600MPE || Others	AU565 || Others	BT20 || Others	BT474 || Others	BT483 || Others	CAMA1 || Others	DU4475 || Others	HCC38 || Others	HCC70 || Others	HCC202 || Others	HCC1007 || Others	HCC1008 || Others	HCC1143 || Others	HCC1187 || Others	HCC1428 || Others	HCC1500 || Others	HCC1569 || Others	HCC1599 || Others	HCC1937 || Others	HCC1954 || Others	HCC2157 || Others	HCC2185 || Others	HCC3153 || Others	LY2 || Others	MCF7 || Others	MDAMB134 || Others	MDAMB175 || Others	MDAMB361 || Others	MDAMB415 || Others	MDAMB453 || Others	MDAMB468 || Others	SKBR3 || Others	SUM44PE || Others	SUM52PE || Others	SUM149PT || Others	SUM185PE || Others	SUM190PT || Others	SUM225CWN || Others	T47D || Others	UACC812 || Others	ZR751 || Others	ZR7530 || Others	ZR75B || Others
Group	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others
5287	-0.498	-0.457	-1.267	-1.059	-0.943	-0.561	-1.487	-2.502	-1.398	-0.802	2.593	0.935	-0.101	2.061	0.257	-0.44	-1.025	-0.995	0.789	-0.239	0.022	-0.798	1.044	-0.302	-0.038	-0.072	0.676	-0.331	-0.507	-0.115	0.404	-1.719	0.264	1.017	2.076	1.158	0.352	0.475	1.869	0.227	1.292	1.833	-0.482	-0.791	-0.12	0.154	0.059	0.607	2.339	-0.605	0.447	0.418
27338	1.155	-0.214	2.285	2.623	2.604	1.411	0.995	2.296	-0.214	-1.208	-1.314	1.473	-0.484	-0.997	0.402	-0.023	-0.561	-0.042	-0.273	-1.036	-1.176	0.515	1.302	1.05	2.007	0.712	-0.281	1.419	1.683	0.452	-0.726	-0.167	-0.385	-0.169	1.484	-0.62	0.002	0.022	-1.185	1.411	-1.89	-1.919	0.52	1.107	-0.222	-0.374	-1.525	-1.471	-1.956	-0.188	-0.152	2.534
2064	-1.082	-1.89	-1.356	-1.077	-2.025	-1.982	-1.436	-1.106	-1.178	1.651	5.124	-0.596	8.058	0.875	0.739	-1.637	-0.748	-0.216	5.9	3.348	-0.067	0.48	-0.411	-0.477	-1.115	6.41	-0.102	-0.494	6.536	0.231	1.585	1.442	-1.656	0.81	-1.362	0.762	2.998	-0.545	2.274	-1.625	4.953	-0.096	-0.705	-1.51	0.021	6.735	8.303	-0.082	7.412	1.251	5.718	0.385
81493	3.785	0.121	3.046	1.928	-0.588	0.284	1.092	0.176	0.981	1.084	1.238	-0.39	0.026	-0.239	-0.101	0.209	1.855	-0.661	-0.315	-0.085	-0.587	-0.903	-0.346	0.077	-0.587	-0.266	-0.799	-0.43	-1.024	1.78	-0.413	0.112	-1.08	-0.795	-0.229	-0.826	0.034	0.026	-0.919	-0.981	0.942	-0.259	0.035	-0.042	0.179	-0.886	-0.516	-0.531	-0.465	2.122	0.146	0.86
10381	1.452	0.677	1.252	0.248	0.608	0.197	0.379	1.512	0.125	-0.395	-1.755	0.659	0.449	-0.582	-0.018	1.155	0.264	-0.773	-0.154	-2.927	-0.73	-1.09	1.015	-0.621	0.482	-0.251	-0.757	-0.086	0.211	0.234	-1.062	0.324	0.353	0.499	0.92	-0.102	-0.891	-0.353	-0.266	-1.045	-0.591	-1.49	-2.434	0.645	-0.569	-0.582	-1.92	-0.359	-1.308	-1.814	-0.861	1.088
8038	2.273	0.364	2.165	1.062	-0.194	-0.243	1.057	0.823	2.959	0.146	-0.26	0.017	-0.486	-0.283	-0.163	0.08	1.297	-0.46	0.381	-0.071	-0.007	0.167	-0.363	0.333	-0.49	0.064	-0.094	-0.458	0.131	0.227	-0.282	-0.02	-0.537	-0.02	-0.099	0.105	-0.115	0.019	-0.318	-0.81	0.162	-0.247	-0.047	-0.203	-0.041	-0.48	-0.57	-0.298	-0.265	0.197	0.008	-0.139
51380	-0.817	-0.062	-1.22	-0.37	-0.831	-0.69	-1.324	-0.498	-0.479	0.07	0.301	-0.558	0.34	3.16	0.166	-0.209	-0.256	0.997	-0.252	0.665	1.677	-0.088	-0.097	-0.308	-0.278	-0.343	0.454	0.226	-0.777	-0.447	0.645	-0.953	0.862	0.417	0.052	-0.062	1.27	0.442	2.315	-0.176	-0.249	0.133	-0.019	-0.761	0.835	-0.716	2.256	1.914	0.253	0.051	0.463	0.016
55872	3.261	-0.666	2.566	0.285	2.101	1.864	0.272	2.527	0.729	-0.263	-0.868	-0.974	-0.267	-1.394	-0.376	-0.49	0.135	-1.767	-4.45	-0.418	0.54	-1.005	1.73	-2.236	0.006	0.726	0.221	-1.401	-0.16	1.388	0.878	-1.287	-0.136	-0.871	1.17	0.77	-2.231	-0.038	-0.784	0.983	-0.434	-1.983	-5.372	1.196	-3.169	-0.63	-3.377	0.24	0.154	1.077	-0.966	3.475
55526	-1.022	-1.399	-1.422	-0.653	-1.771	-0.423	-1.763	-2.542	-1.324	0.444	-0.176	-0.887	0.653	1.396	-0.078	0.161	-0.393	2.017	0.612	1.318	-0.215	-0.878	1.942	0.086	-0.264	0.366	-0.122	-0.043	-0.897	1.343	0.189	0.877	0.258	0.389	-0.454	0.542	-0.382	0.934	0.616	-0.885	0.519	0.342	-0.773	-0.166	-0.275	-0.892	0.57	1.69	0.193	-0.264	-0.175	2.228
7764	-0.525	-3.317	-2.019	-0.383	-1.708	-2.772	-1.38	-2.69	-1.406	1.347	1.599	0.355	2.198	3.763	1.117	-3.257	-1.594	0.677	-0.567	2.344	2.066	-0.1	0.17	0.642	-1.52	-0.432	1.787	-0.077	-1.364	0.919	0.258	-0.442	1.709	2.946	0.879	3.106	1.07	-1.183	-1.583	0.636	0.737	0.17	-1.806	-1.484	-0.475	-1.716	0.907	-0.353	3.79	2.256	-0.607	0.494
79837	-1.086	-1.045	-1.245	-1.04	-1.396	-0.796	-2.052	-1.118	-1.526	-1.261	0.535	0.177	-0.284	1.263	1.362	-0.414	-0.184	0.594	0.238	-0.362	-0.809	1.107	0.41	0.461	0.306	-1.238	-0.488	-0.563	0.917	-1.024	-0.233	0.111	0.586	-0.108	0.969	0.117	1.357	-0.08	-0.414	0.135	-1.851	0.99	-0.111	-0.367	0.763	0.073	1.109	0.98	-0.138	0.046	0.146	0.823
3875	-9.74	-1.547	-0.432	-2.386	-1.869	-4.606	-2.586	-2.483	-9.607	0.735	1.715	2.947	1.094	2.306	-0.598	-0.978	-2.266	-2.338	1.343	1.184	-1.99	-1.982	-1.173	2.331	-0.3	-4.284	-1.259	0.757	1.936	-3.422	1.547	-1.466	3.519	3.013	-0.711	1.108	1.912	-0.175	-0.745	0.931	2.036	1.648	0.684	-0.009	1.386	-0.333	1.28	2.8	2.112	0.003	1.344	2.337
51765	-3.189	-4.692	-2.618	-3.082	-0.259	-1.335	-0.365	-3.455	-1.149	-1.391	-1.227	3.705	-1.797	-0.877	-0.212	-0.279	0.253	2.539	-1.881	1.437	1.871	1.303	1.151	2.664	0.89	-0.938	1.342	1.808	0.927	1.227	1.281	0.595	0.529	1.453	-2.082	0.01	-1.508	1.799	1.545	1.596	-1.554	-0.815	-0.572	0.883	-1.706	0.096	-0.962	-1.109	1.111	-0.617	-0.88	2.255
3084	2.788	0.661	1.054	-0.199	0.99	0.073	-0.316	1.953	0.903	-0.232	-0.186	-0.029	0.289	-0.417	-0.432	0.226	-0.282	-0.46	0.255	-0.182	-0.222	0.051	-0.184	0.612	2.051	0.307	-0.195	-0.206	-0.201	-0.17	-0.256	0.175	0.01	0.607	-0.006	1.451	-0.207	-0.072	-0.111	-0.471	0.336	-0.057	-0.143	-0.046	-0.139	0.042	-0.532	-0.179	-0.38	0.171	0.538	-0.139
8502	-1.063	-2.775	-1.941	-1.892	0.277	-0.878	-1.968	-0.803	-1.472	-0.004	-0.348	0.423	-0.674	-0.033	0.003	-1.096	-1.497	1.042	-1.147	0.17	0.379	-0.902	-0.458	0.798	0.481	0.439	0.185	0.755	-0.542	-1.313	0.223	-0.904	-0.523	-0.495	0.892	0.169	-0.67	0.318	0.626	0.654	-1.062	0.738	1.011	-0.21	-0.464	-0.251	1.105	0.066	0.423	0.542	0.363	-0.626
83461	0.115	1.556	0.758	-0.289	2.756	0.868	1.576	1.556	-0.236	-0.173	-0.431	2.137	-0.585	-0.085	-0.427	-0.704	-0.12	0.14	-0.106	-1.868	-0.915	-0.42	0.665	0.73	0.534	0.951	-0.659	1.015	0.617	0.004	-0.319	0.495	-1.393	-0.287	0.684	-0.934	-0.099	-1.286	-1.284	-0.53	0.031	-0.355	-1.085	1.703	-1.846	0.936	-0.589	-1.079	-0.914	0.46	-0.017	0.149
55227	-1.442	-0.324	-0.943	-0.756	-1.097	-0.332	-1.375	-0.732	-1.028	0.081	0.725	-0.754	0.287	0.369	1.183	-0.955	-1.349	0.754	0.152	0.284	0.278	-0.646	0.166	0.951	0.655	-0.654	0.517	0.002	0.16	-0.825	0.916	-0.368	0.292	0.082	0.57	-0.35	0.309	0.729	0.43	0.821	0.403	0.776	-0.238	-0.496	-0.233	-0.466	0.951	-0.114	-0.081	-0.335	-0.411	-0.307
9526	0.862	-0.028	0.619	0.778	0.836	1.58	1.417	-0.148	-0.654	0.484	0.119	0.258	0.821	-1.193	-0.035	-1.144	-1.542	-0.942	1.177	-0.889	-1.622	-1.473	-1.231	-1.552	-0.091	-0.454	-2.122	-0.158	0.308	-0.071	0.135	-0.502	-0.535	0.421	-0.057	-0.846	0.181	-0.072	-0.762	-1.252	0.052	0.314	-1.688	0.263	-0.617	-0.32	-0.376	0.169	-0.457	-1.197	-0.38	0.048
10974	-4.521	-3.648	-3.922	-3.853	-3.619	-3.723	-4.344	-3.152	-3.422	3.575	1.646	-3.835	3.716	2.923	5.051	-0.832	-1.438	-3.882	3.964	6.408	-4.727	4.631	-3.969	3.888	2.51	-4.024	-5.05	-5.123	-4.118	-4.667	4.493	-2.436	-1.8	-3.428	5.017	7.723	7.295	5.185	-1.82	-0.239	3.219	4.65	5.585	0.051	-3.823	-1.672	1.564	3.816	4.24	4.107	7.977	7.153
55647	-0.226	-2.307	-1.337	0.305	-1.496	-0.778	-1.713	-2.171	-1.767	3.343	2.143	0.648	0.896	-0.103	-0.035	-1.092	-1.858	0.326	0.278	-0.383	-0.234	-0.019	-2.281	-0.753	-0.148	1.136	1.295	0.278	-0.085	-2.201	1.608	0.486	-0.069	-0.266	-1.395	1.763	1.283	1.553	-0.281	1.275	2.026	-0.681	-0.479	0.41	2.141	-0.493	0.554	2.53	0.48	1.351	0.928	-0.344
6453	0.615	0.718	0.07	0.919	0.277	0.647	1.272	0.482	0.221	-0.024	-0.133	-0.137	-0.237	-0.185	-0.267	0.084	0.677	-0.179	-0.359	0.027	-0.093	-0.167	-0.035	-0.004	-0.009	-0.299	-0.002	-0.413	-0.032	-0.169	-0.191	-0.418	0.164	-0.346	0.258	-0.165	0.271	-0.024	-0.16	0.048	-0.355	-0.133	0.053	-0.48	0.106	-0.385	0.063	-0.216	0.332	-0.398	-0.283	-0.021
81539	-7.145	-2.044	-1.633	-1.53	0.766	-7.395	-2.085	1.224	-6.557	0.258	1.71	-1.121	0.331	-0.627	0.14	0.852	-3.808	-0.37	-2.261	0.136	0.388	-2.494	0.347	1.604	-0.605	-1.011	1.491	-0.96	-1.629	-0.277	1.877	-3.62	-1.003	-0.167	-0.148	-1.923	0.984	-0.957	0.579	-0.471	0.904	0.176	1.03	-2.367	1.343	0.148	1.176	0.724	-0.029	1.228	-1.153	1.259
8061	3.258	4.701	4.837	3.827	5.843	5.147	4.424	5.553	3.673	-1.29	-0.606	3.333	-0.807	-0.578	-0.51	0.28	3.027	-0.456	-0.217	0.085	-1.425	0.794	-0.839	-0.876	4.433	-0.363	-1.602	0.388	5.519	2.848	-0.712	0.284	0.404	-0.795	-0.688	0.133	-0.926	-0.769	-1.245	1.385	-0.585	-0.515	-0.682	5.958	-0.747	3.999	-0.501	-0.709	-1.883	-0.87	0.19	-0.297
9022	-0.995	-0.948	-1.527	-1.18	-1.058	-1.955	-2.039	-0.889	-1.131	0.32	7.36	5.553	4.515	3.77	4.972	-0.697	0.044	0.623	-0.766	-0.631	-1.583	3.738	-0.439	9.295	-0.451	-1.734	-1.256	5.046	-1.831	-0.964	6.164	-1.666	0.797	7.402	-0.512	6.474	3.634	0.843	7.119	-0.107	5.339	0.631	-0.159	-0.79	4.998	-1.62	5.923	10.782	8.576	2.904	-1.637	5.429
613	-1.176	-0.777	-0.066	-1.325	-0.878	-1.176	-1.014	-0.188	-1.243	-0.709	-0.313	0.472	-0.536	1.657	0.227	-0.686	-1.661	0.648	-0.315	0.194	0.594	-0.026	-0.125	-0.488	0.923	0.869	0.495	0.119	0.954	0.286	0.556	1.094	-0.667	-0.819	1.006	0.945	0.888	-0.726	0.739	0.502	-0.78	-0.285	-0.884	-0.155	0.419	0.032	-0.369	-0.707	0.368	-0.087	-0.617	0.498
23286	-1.819	-0.896	-2.822	-2.624	-1.868	-3.709	0.381	-1.455	-1.698	0.921	2.431	1.394	0.313	0.743	-0.118	-1.774	-2.689	0.638	0.246	-1.438	0.276	-1.853	-0.767	0.756	-0.292	-1.055	1.573	0.719	-0.335	-0.001	0.791	-4.991	-1.196	-0.227	1.141	-1.049	-0.657	0.508	0.604	2.673	0.617	-0.408	0.015	0.36	-0.606	0.031	1.517	1.082	0.054	-1.46	1.001	-0.868
3948	0.18	0.233	0.78	0.159	0.637	1.075	0.164	1.522	0.178	-0.057	-0.155	-0.227	0.422	-0.09	-0.329	0.543	-0.88	-0.734	-0.098	-0.074	0.554	-1.072	0.047	-0.089	-0.287	0.217	-0.405	-0.505	0.252	0.757	-0.788	-0.422	-0.296	0.285	-0.306	-0.211	-0.718	-0.204	0.905	-0.448	0.875	0.047	-0.577	-0.03	-0.39	-0.093	-0.291	-0.403	-0.121	0.141	0.217	-0.447
7163	-4.621	-5.827	-5.107	-5.15	-2.769	-0.852	-2.926	-2.368	-4.554	-1.268	1.961	-1.61	1.733	-0.319	-0.035	-1.573	-1.562	0.411	-1.834	1.14	1.476	1.089	-3.364	0.752	-1.537	0.203	1.089	0.623	-0.17	3.258	0.721	1.005	-0.788	1.451	-0.526	-1.77	0.037	-1.036	-1.314	0.2	3.201	0.65	1.587	0.011	0.174	1.457	1.547	-1.591	0.846	1.572	-1.185	0.359
124583	-1.305	-1.96	-1.549	0.539	-0.759	-0.944	-2.003	-1.243	-0.831	2.955	2.409	-0.176	1.743	2.594	0.289	-2.018	-0.775	-0.501	0.948	1.089	0.406	0.162	-0.812	0.09	0.479	-2.362	-0.417	-0.704	-0.141	-0.86	1.249	-0.086	0.497	-1.37	-0.824	2.675	1.478	0.084	0.976	0.699	1.68	-0.325	0.998	-1.229	-2.299	-0.295	-0.124	3.166	1.892	2.159	1.254	2.95
3269	2.467	0.645	0.468	0.914	0.849	0.138	2.11	0.56	0.941	-0.13	0.353	0.037	0.018	-0.441	-0.276	0.521	0.758	-0.247	-0.232	0.27	-0.325	0.041	-0.467	-0.151	0.09	-0.37	-0.44	0.402	-0.032	-0.86	-0.038	0.34	-0.142	-0.557	-0.405	-0.447	-0.538	-0.009	-0.541	-0.21	0.682	-0.333	-0.393	-0.226	-0.534	0.029	-0.098	-0.302	-0.373	0.186	-0.113	-0.274
2632	2.55	2.901	2.435	0.338	2.207	3.107	3.242	2.87	1.413	-1.435	-0.466	1.921	-0.209	0.144	-2.417	1.144	-0.038	-0.057	-0.887	-1.136	0.616	-0.704	-0.139	-1.964	0.13	-0.751	-0.364	-1.237	0.497	1.744	-3.539	-0.9	0.031	-0.875	0.932	-2.359	-0.999	-4.303	0.548	0.072	-0.635	-1.927	-2.295	0.083	-3.297	1.055	-0.275	-2.34	2.542	0.575	-3.365	-1.211
8349	-2.209	-0.635	-1.927	-0.53	-2.012	-1.801	-0.994	-1.944	-1.322	-1.8	-0.122	0.309	-0.387	5.744	0.56	-1.105	3.348	0.335	4.076	0.301	0.206	1.407	-0.502	6.041	-1.685	0.726	-0.694	1.925	-0.6	-0.605	4.727	0.221	2.131	4.382	1.572	0.135	5.431	0.872	0.954	-1.148	-0.707	-0.007	-0.539	-1.058	1.5	0.722	1.42	1.227	-1.587	-1.65	-0.219	-0.089
4869	0.345	0.31	1.233	0.639	1.226	0.679	1.19	1.173	0.286	-0.303	-0.191	-0.711	-0.896	-1.399	0.812	-0.432	-0.989	-1.994	-2.621	-1.531	0.563	-0.708	-1.119	-0.808	0.127	-0.103	0.593	0.612	0.275	0.774	-2.194	-0.115	0.446	0.881	-0.674	-0.949	-1.846	-0.599	-0.737	0.873	-0.084	-0.69	0.256	0.214	-0.193	-0.045	-1.062	0.946	-0.442	0.538	-1.108	-0.132
2969	-1.533	-0.591	-1.811	-0.941	-0.877	-2.008	-0.721	-0.64	-1.126	1.009	0.182	-1.191	0.853	1.433	0.564	-0.664	0.463	0.371	-0.699	0.026	-0.38	-0.049	1.846	0.082	-1.123	0.986	-0.182	0.192	-2.634	0.712	-0.025	-0.556	0.772	0.987	1.258	0.923	1.61	-0.976	-0.506	-0.366	0.542	1.696	-1.692	-1.138	0.17	-0.886	0.702	-0.426	-0.155	-0.094	0.584	-0.662
23779	-2.664	-2.757	-2.281	-2.355	-2.755	-2.058	-2.208	-2.442	-2.583	0.402	1.196	-0.454	1.088	-0.135	0.351	-0.102	-2.097	1.078	0.149	-1.243	1.241	0.151	0.238	-0.543	0.364	-0.313	1.659	-0.711	-1.514	-0.329	1.349	-0.42	-0.699	-0.592	0.075	1.332	0.853	1.255	1.369	0.092	-0.182	0.73	-0.192	-0.505	0.609	-0.041	1.625	-0.057	1.11	0.215	1.114	1.084
1000	3.13	2.003	3.6	0.608	-0.384	1.832	1.642	1.966	0.156	-0.007	-0.666	-0.354	0.072	-0.396	-0.092	0.453	2.376	-0.644	0.458	-0.385	-0.618	1.307	-0.134	0.09	-0.455	-0.33	-0.615	-0.491	-0.223	-0.402	-0.397	0.116	0.205	-0.151	2.046	0.097	0.456	-0.334	-0.277	-0.307	-0.072	-0.053	-0.168	2.351	-0.043	0.839	-0.617	-0.3	-0.655	-0.063	0.004	-0.609
288	-1.555	-2.312	-1.334	-1.439	-1.54	-2.609	-1.705	-0.573	-2.039	-0.062	1.723	-0.821	1.238	0.262	0.598	-1.301	-0.545	0.407	-0.394	0.412	1.484	0.769	-0.757	1.706	-1.707	0.367	1.713	-0.565	-2.117	-0.044	0.42	0.175	-0.857	1.24	-1.059	-0.008	0.925	1.447	-1.879	0.294	0.993	1.048	-1.014	-2.151	3.298	0.258	1.138	-0.355	0.117	0.616	-1.375	0.636
1292	0.854	2.227	5.131	5.424	-0.222	0.217	2.043	0.877	3.085	-0.252	-0.551	-0.103	-0.104	0.072	-0.216	-0.225	3.934	-0.643	0.141	-0.327	3.733	3.649	-0.368	-0.087	1.11	1.431	1.498	-0.215	-0.487	1.003	-0.506	0.287	-0.201	-0.177	-0.317	-0.189	-0.018	-0.347	-0.336	-0.539	0.092	-0.288	-0.325	2.056	-0.22	0.843	-0.154	0.108	0.715	0.171	-0.125	0.412
10966	-0.245	-1.662	-2.185	-0.754	-2.26	-1.333	-1.743	-2.342	0.575	1.259	-1.99	-1.505	0.263	2.052	1.038	-1.038	-1.77	2.337	-0.144	1.795	2.497	0.954	0.094	1.781	-0.042	0.181	2.733	0.871	-1.494	1.5	1.23	2.315	-0.342	-0.661	0.721	-0.507	1.719	-1.282	-0.217	1.056	-1.916	-0.342	-0.236	-1.277	-1.154	-2.442	1.296	0.571	2.401	1.256	0.634	1.711
784	-0.102	-0.68	-0.778	-1.43	-1.533	-0.865	-1.38	-1.45	-0.627	-0.066	0.295	-0.872	0.524	1.235	1.863	-1.151	-0.771	-0.345	1.428	0.055	0.417	0.026	0.963	0.174	-0.504	-0.925	0.97	-1.399	-1.413	-0.998	0.277	-1.011	-0.006	0.164	0.621	1.167	0.056	1.783	0.252	-0.89	0.064	0.789	-0.957	-0.805	0.261	-0.518	0.281	0.161	0.41	0.297	-0.113	0.901
51015	-2.263	-3.245	-2.441	-2.095	0.44	-2.608	-2.073	-0.93	-1.542	-2.84	-0.186	-1.18	1.652	2.436	5.43	0.639	-2.546	-1.702	-1.165	0.201	-0.078	-1.621	0.965	2.517	-0.561	0.344	-0.239	0.018	-1.092	1.468	0.429	-0.107	1.634	2.857	3.786	0.147	1.248	1.149	2.511	-1.12	0.444	0.891	-2.018	-0.401	0.208	-0.691	0.331	-0.778	-0.148	1.585	-2.361	1.772
64780	1.781	0.428	0.538	0.326	0.871	0.614	1.06	1.333	1.306	-0.596	0.337	0.283	-0.973	-0.564	-0.129	0.569	-0.637	0.383	-0.757	-0.368	-0.232	0.063	2.539	-0.862	-0.711	0.688	0.517	-0.929	-0.668	-1.411	-1.252	-0.434	-1.587	-0.847	0.089	-0.042	0.113	-1.458	-1.533	-0.352	-1.085	0.915	-1.039	-0.117	1.653	-0.002	-0.372	-0.568	0.037	-1.747	-1.091	-0.656
11167	3.266	2.001	2.941	2.495	1.484	-0.965	3.907	1.563	2.49	-0.438	-0.522	0.113	0.006	-0.945	-0.478	-0.661	2.406	2.065	-0.616	-0.096	-1.19	-0.715	0.207	-0.052	1.837	0.199	-0.058	2.896	1.681	-1.247	2.11	1.672	-0.811	-0.83	-1.186	-0.483	-1.44	-1.299	-1.697	-0.723	-0.599	-0.63	-0.516	1.973	-0.986	1.209	1.15	0.148	-0.702	-0.475	-1.47	-0.763
113146	4.736	3.403	1.002	5.307	0.622	1.961	5.492	4.845	7.528	-0.731	-2.216	-0.342	-1.989	-0.968	-0.438	-0.717	3.523	2.303	-1.674	-0.582	0.573	7.626	-1.862	0.147	2.434	-1.716	1.669	-0.67	2.243	-0.34	-1.115	4.728	-1.802	-1.225	-0.329	0.278	-1.519	-1.261	-2.391	1.583	-1.851	1.399	-1.314	1.259	5.73	2.083	0.221	-1.295	-0.484	-1.74	-1.612	-0.424
55620	-2.453	-0.728	-0.903	-1.361	-0.78	-0.161	-1.958	-1.369	-1.375	1.647	-1.628	0.289	1.163	0.14	1.852	-1.587	-0.152	-1.023	-0.99	0.896	0.24	0	1.107	-0.164	0.512	-0.365	0.18	0.586	-0.18	0.709	-0.2	-0.772	-0.456	0.732	0.946	1.88	0.333	-0.843	0.026	0.428	-1.493	0.355	-0.921	0.676	2.055	-0.778	-0.002	1.076	-0.568	1.46	-0.388	0.815
55930	-4.446	-2.943	-2.873	-3.629	-1.737	-3.27	-3.06	-3.569	-3.78	2.287	0.215	-0.747	1.482	-0.033	2.091	-0.85	-2.73	1.18	-1.585	-0.819	-0.366	-0.129	-0.419	0.75	-1.862	-3.242	0.103	0.826	-1.992	-1.065	0.71	1.244	4.492	1.81	-0.335	0.764	0.359	1.545	0.757	-0.54	1.056	-0.261	0.884	-2.305	1.142	1.319	1.403	1.032	1.049	0.105	1.577	2.896
22874	-1.44	-1.052	-0.747	-1.79	-0.647	-0.513	-1.718	-1.931	-1.454	0.605	1.817	0.262	-0.178	1.129	0.134	-0.056	-1.497	-1.155	1.214	-0.239	-0.031	-1.341	-0.018	0.947	-0.468	-0.237	-1.037	-0.193	0.026	1.129	0.316	-0.288	-0.943	0.235	0.241	0.621	-0.163	0.082	0.546	0.885	0.786	2.503	0.047	-0.297	0.098	-0.135	1.45	0.77	0.48	-0.025	0.004	-1.131
79152	-1.245	-1.912	-1.837	-1.872	-1.969	-1.164	-2.324	-1.103	-1.189	0.552	2.089	-0.753	1.272	1.539	0.637	2.113	-1.032	0.238	-0.255	0.034	-0.821	-1.004	-0.968	2.177	-0.138	-1.783	-0.581	3.142	-1.531	-1.258	2.312	-0.07	-0.878	-0.283	-0.563	2.931	3.274	4.034	0.915	2.509	1.672	-0.116	0.171	-1.053	0.632	1.534	1.567	1.068	1.692	3.609	0.426	3.301
2013	-4.087	-3.001	-2.484	-2.881	-1.829	-2.614	-3.006	-2.234	-1.354	1.406	1.553	-1.729	0.283	0.081	1.268	-1.409	-2.721	1.544	-0.374	1.131	0.175	-1.888	-0.629	1.455	-1.335	-2.907	0.272	0.414	-2.472	-4.23	0.019	-1.381	-0.908	-0.192	0.241	2.458	0.69	1.098	0.561	-0.881	-0.32	1.273	0.41	-2.363	1.055	0.161	1.341	1.711	1.644	0.273	0.376	2.676
1945	0.123	-1.604	-2.498	-2.12	-1.588	-2.199	-2.198	-2.495	-2.154	-0.791	1.002	0.905	0.477	1.467	1.417	-1.361	-1.852	1.431	1.83	-0.315	2.881	1.349	1.995	-0.275	-1.016	1.21	2.838	-0.946	-2.191	1.334	0.175	-0.132	-0.851	-1.043	-2.59	0.258	-1.938	-1.688	-0.053	0.06	0.304	0.416	-1.11	-1.293	0.993	-0.129	0.278	-0.221	1.889	1.764	-1.525	1.308
64151	2.257	2.232	2.065	1.209	2.78	0.953	0.921	2.388	-1.557	-0.077	-0.633	0.975	-0.567	-0.278	-0.033	-0.988	0.048	0.724	-2.007	-1.951	0.961	-1.756	0.51	-1.719	1.889	0.642	1.106	1.084	0.979	0.86	0.881	-0.393	-1.421	-1.475	0.879	-1.678	-0.994	-0.568	-2.418	0.395	-0.979	-1.344	-1.909	0.971	-2.7	-0.237	-0.752	-0.242	-1.231	-1.083	-0.246	0.903
8828	0.677	0.527	0.592	0.692	-0.089	2.549	-0.037	0.44	2.894	-0.223	-0.229	-0.429	-0.201	-0.527	-0.223	1.274	0.74	-0.535	0.407	-0.034	1.028	1.167	-0.269	-0.142	-0.336	1.347	0.691	-0.177	-0.159	0.728	0.158	0.109	-0.038	0.017	0.017	-0.185	-0.203	-0.38	-0.109	-0.223	0.155	0.117	-0.192	-0.258	-0.286	-0.437	-0.478	-0.311	-0.418	-0.286	0.426	-0.478
7020	-0.976	-1.159	-0.291	-2.087	-4.133	-0.102	-3.111	-2.422	-2.795	1.559	-0.815	-0.836	1.341	0.861	2.724	-2.495	-3.228	-0.396	0.455	-2.019	-0.836	-2.356	0.35	1.895	0.627	-2.122	0.038	0.236	-0.46	-0.39	0.594	1.33	-1.054	-0.834	2.03	-0.197	-1.078	-0.047	0.841	0.412	-0.229	1.482	-1.446	0.484	2.25	1.594	1.071	1.505	0.601	2.741	-0.847	2.089
51186	0.282	3.219	0.508	1.789	3.028	2.645	3.908	-1.479	2.123	0.561	-5.236	-0.082	-5.154	-1.131	-6.688	0.885	1.9	-3.558	-3.88	-4.754	2.727	1.152	3.965	-0.621	1.837	-0.623	2.237	1.8	-4.561	1.001	-5.128	0.07	-5.052	-6.527	-5.139	-5.424	0.951	-4.781	-5.967	-5.054	-5.844	-1.303	-1.81	-1.056	-4.441	1.534	0.209	-2.441	-4.967	0.23	-0.002	-0.139
5025	-1.61	-0.333	-2.087	-0.998	-1.501	-0.888	0.108	-3.189	-1.125	0.251	-1.01	-0.371	0.291	0.553	0.204	-0.544	-0.659	-0.3	0.481	0.801	-0.452	-0.014	-1.569	1.216	-0.14	-1.058	-1.002	-1.12	-1.936	-0.415	0.077	-0.076	0.144	2.132	0.054	0.675	0.704	0.7	0.466	-0.091	-1.349	1.455	1.25	-0.991	2.042	0.325	0.109	1.585	0.97	-0.176	0.09	0.583
